,instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange,Name,Sub-Sector,Market Cap,Close Price,PE Ratio,time_stamp
138,3406081,13305,CENTURYPLY,CENTURY PLYBOARDS (I),0.0,,0.0,0.05,1,EQ,NSE,NSE,Century Plyboards (India) Ltd,Wood Products,6919.577773999999,292.15,43.37584248,28643668319
139,160001,625,CENTURYTEX,CENTURY TEXTILES,0.0,,0.0,0.05,1,EQ,NSE,NSE,Century Textile and Industries Ltd,Cement,5416.123522999999,455.35,22.7114113,28643668319
140,3849985,15039,CERA,CERA SANITARYWARE,0.0,,0.0,0.05,1,EQ,NSE,NSE,Cera Sanitaryware Ltd,Building Products - Ceramics,4986.907297,3834.35,44.03839012,28643668319
141,160769,628,CESC,CESC,0.0,,0.0,0.05,1,EQ,NSE,NSE,CESC Ltd,Power Generation,10359.181509999999,590.15,6.038019886,28643668319
142,5204225,20329,CGCL,CAPRI GLOBAL CAPITAL,0.0,,0.0,0.05,1,EQ,NSE,NSE,Capri Global Capital Ltd,Consumer Finance,9129.772959,393.75,42.76812793,28643668319
143,194561,760,CGPOWER,CG POWER AND IND SOL,0.0,,0.0,0.05,1,EQ,NSE,NSE,CG Power and Industrial Solutions Ltd,Heavy Electrical Equipments,14118.53831,74.65,-2.16674418,28643668319
144,2187777,8546,CHALET,CHALET HOTELS,0.0,,0.0,0.05,1,EQ,NSE,NSE,Chalet Hotels Ltd,"Hotels, Resorts & Cruise Lines",3034.353187,148.0,30.45621989,28643668319
145,2187777,8546,CHALET,CHALET HOTELS,0.0,,0.0,0.05,1,EQ,NSE,NSE,Chalet Hotels Ltd,"Hotels, Resorts & Cruise Lines",5959.246736,137.75,28.34692087,28643668319
146,163073,637,CHAMBLFERT,CHAMBAL FERTILIZERS,0.0,,0.0,0.05,1,EQ,NSE,NSE,Chambal Fertilisers and Chemicals Ltd,Fertilizers & Agro Chemicals,12651.15563,225.35,7.64909512,28643668319
147,69121,270,CHEMCON,CHEMCON SPECIAL CHEM,0.0,,0.0,0.05,1,EQ,NSE,NSE,Chemcon Speciality Chemicals Ltd,Specialty Chemicals,1591.237651,434.4,28.25467049,28643668319
148,524545,2049,CHENNPETRO,CHENNAI PETROLEUM CORP LT,0.0,,0.0,0.05,1,EQ,NSE,NSE,Chennai Petroleum Corporation Ltd,Oil & Gas - Refining & Marketing,1508.4724820000001,101.3,-0.733550127,28643668319
149,175361,685,CHOLAFIN,CHOLAMANDALAM IN & FIN CO,0.0,,0.0,0.05,1,EQ,NSE,NSE,Cholamandalam Investment and Finance Company Ltd,Consumer Finance,41891.49456,510.85,38.8495172,28643668319
150,5565441,21740,CHOLAHLDNG,CHOLAMANDALAM FIN HOL,0.0,,0.0,0.05,1,EQ,NSE,NSE,Cholamandalam Financial Holdings Ltd,Diversified Financials,15256.52109,567.5,19.33776798,28643668319
151,1316353,5142,CIGNITITEC,CIGNITI TECHNOLOGIES,0.0,,0.0,0.05,1,EQ,NSE,NSE,Cigniti Technologies Ltd,Software Services,1183.00478,422.2,9.636737221,28643668319
152,177665,694,CIPLA,CIPLA,0.0,,0.0,0.05,1,EQ,NSE,NSE,Cipla Ltd,Pharmaceuticals,72775.2463,902.4,47.02854096,28643668319
153,5215745,20374,COALINDIA,COAL INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE,Coal India Ltd,Mining - Coal,76849.22224,124.7,4.597843045,28643668319
154,5506049,21508,COCHINSHIP,COCHIN SHIPYARD,0.0,,0.0,0.05,1,EQ,NSE,NSE,Cochin Shipyard Ltd,Shipbuilding,4939.341645,375.5,7.815413994,28643668319
155,2955009,11543,COFORGE,COFORGE,0.0,,0.0,0.05,1,EQ,NSE,NSE,Coforge Ltd,IT Services & Consulting,18894.51219,3118.3,43.64160334,28643668319
156,3876097,15141,COLPAL,COLGATE PALMOLIVE.,0.0,,0.0,0.05,1,EQ,NSE,NSE,Colgate-Palmolive (India) Ltd,FMCG - Personal Products,42408.00005,1559.2,51.94130766,28643668319
157,1215745,4749,CONCOR,CONTAINER CORP OF IND,0.0,,0.0,0.05,1,EQ,NSE,NSE,Container Corporation of India Ltd,Logistics,34440.36302,565.25,85.14936342,28643668319
158,2620929,10238,CONFIPET,CONFIDENCE PETRO IND.,0.0,,0.0,0.05,1,EQ,NSE,NSE,Confidence Petroleum India Ltd,Oil & Gas - Storage & Transportation,1214.150971,42.75,22.33202261,28643668319
159,189953,742,COSMOFILMS,COSMO FILMS,0.0,,0.0,0.05,1,EQ,NSE,NSE,Cosmo Films Ltd,Packaging,1221.260735,685.35,11.744760300000001,28643668319
160,595969,2328,CPSEETF,CPSE ETF,0.0,,0.0,0.01,1,EQ,NSE,NSE,CPSE ETF,Equity,13576.458219999999,21.36,,28643668319
161,730625,2854,CRAFTSMAN,CRAFTSMAN AUTOMATION,0.0,,0.0,0.05,1,EQ,NSE,NSE,Craftsman Automation Ltd,Industrial Machinery,3052.6183730000002,1444.8,70.76847049999999,28643668319
162,730625,2854,CRAFTSMAN,CRAFTSMAN AUTOMATION,0.0,,0.0,0.05,1,EQ,NSE,NSE,Craftsman Automation Ltd,Industrial Machinery,6015.111131000001,1366.0,66.90872833,28643668319
163,1131777,4421,CREDITACC,CREDITACCESS GRAMEEN,0.0,,0.0,0.05,1,EQ,NSE,NSE,CreditAccess Grameen Ltd,Consumer Finance,12028.72493,562.05,24.22583953,28643668319
164,193793,757,CRISIL,CRISIL,0.0,,0.0,0.05,1,EQ,NSE,NSE,CRISIL Ltd,Stock Exchanges & Ratings,13391.18731,1812.65,37.02092629,28643668319
165,4376065,17094,CROMPTON,CROMPT GREA CON ELEC,0.0,,0.0,0.05,1,EQ,NSE,NSE,Crompton Greaves Consumer Electricals Ltd,Home Electronics & Appliances,23962.1174,381.75,48.22997354,28643668319
166,3831297,14966,CSBBANK,CSB BANK,0.0,,0.0,0.05,1,EQ,NSE,NSE,CSB Bank Ltd,Private Banks,4524.686884000001,268.55,268.76664900000003,28643668319
167,1459457,5701,CUB,CITY UNION BANK,0.0,,0.0,0.05,1,EQ,NSE,NSE,City Union Bank Ltd,Private Banks,16784.41145,159.6,24.65753556,28643668319
168,1471489,5748,CYIENT,CYIENT,0.0,,0.0,0.05,1,EQ,NSE,NSE,Cyient Ltd,Software Services,9681.38412,662.55,21.32205778,28643668319
169,3536897,13816,DAAWAT,LT FOODS,0.0,,0.0,0.05,1,EQ,NSE,NSE,LT Foods Ltd,Packaged Foods & Meats,2182.940623,68.25,11.83101525,28643668319
170,197633,772,DABUR,DABUR INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE,Dabur India Ltd,FMCG - Personal Products,98047.92124,554.75,67.8264002,28643668319
171,2067201,8075,DALBHARAT,DALMIA BHARAT,0.0,,0.0,0.05,1,EQ,NSE,NSE,Dalmia Bharat Ltd,Cement,27688.713989999997,1479.75,127.46893700000001,28643668319
172,199937,781,DALMIASUG,DALMIA BHARAT SUG IN,0.0,,0.0,0.05,1,EQ,NSE,NSE,Dalmia Bharat Sugar and Industries Ltd,Sugar,1645.900727,203.35,8.519595872,28643668319
173,4577537,17881,DBCORP,D.B.CORP,0.0,,0.0,0.05,1,EQ,NSE,NSE,DB Corp Ltd,Publishing,1607.0156550000002,91.85,5.843299451,28643668319
174,4630017,18086,DBL,DILIP BUILDCON,0.0,,0.0,0.05,1,EQ,NSE,NSE,Dilip Buildcon Ltd,Construction & Engineering,10241.11522,558.45,21.34865331,28643668319
175,5556225,21704,DCAL,DISHMAN CARBO AMCIS,0.0,,0.0,0.05,1,EQ,NSE,NSE,Dishman Carbogen Amcis Ltd,Labs & Life Sciences Services,1897.07545,121.0,10.67918508,28643668319
176,3513601,13725,DCBBANK,DCB BANK,0.0,,0.0,0.05,1,EQ,NSE,NSE,DCB Bank Ltd,Private Banks,3156.599589,101.65,9.324293332,28643668319
177,3513601,13725,DCBBANK,DCB BANK,0.0,,0.0,0.05,1,EQ,NSE,NSE,DCB Bank Ltd,Private Banks,6007.1454,92.3,8.466623457999999,28643668319
178,207617,811,DCMSHRIRAM,DCM SHRIRAM,0.0,,0.0,0.05,1,EQ,NSE,NSE,DCM Shriram Ltd,Diversified Chemicals,11281.65481,528.25,12.08334164,28643668319
179,211713,827,DEEPAKFERT,DEEPAK FERTILIZERS & PETR,0.0,,0.0,0.05,1,EQ,NSE,NSE,Deepak Fertilisers and Petrochemicals Corp Ltd,Fertilizers & Agro Chemicals,2666.01059,259.65,27.23503061,28643668319
180,211713,827,DEEPAKFERT,DEEPAK FERTILIZERS & PETR,0.0,,0.0,0.05,1,EQ,NSE,NSE,Deepak Fertilisers and Petrochemicals Corp Ltd,Fertilizers & Agro Chemicals,5159.281448,240.6,25.23685101,28643668319
181,3851265,15044,DELTACORP,DELTA CORP,0.0,,0.0,0.05,1,EQ,NSE,NSE,Delta Corp Ltd,Theme Parks & Gaming,4469.250695000001,167.5,24.4476357,28643668319
182,4536833,17722,DEN,DEN NETWORKS,0.0,,0.0,0.05,1,EQ,NSE,NSE,DEN Networks Ltd,Cable & D2H,2305.163194,48.35,32.95444761,28643668319
183,4933377,19271,DFMFOODS,DFM FOODS,0.0,,0.0,0.05,1,EQ,NSE,NSE,DFM Foods Ltd,Packaged Foods & Meats,1780.8459239999997,354.25,72.68998204,28643668319
184,219393,857,DHAMPURSUG,DHAMPUR SUGAR MILLS.,0.0,,0.0,0.05,1,EQ,NSE,NSE,Dhampur Sugar Mills Ltd,Sugar,1287.5873080000001,193.95,5.975892772000001,28643668319
185,3938305,15384,DHANI,DHANI SERVICES,0.0,,0.0,0.05,1,EQ,NSE,NSE,Dhani Services Ltd,Investment Banking & Brokerage,16540.71531,211.35,2814.85635,28643668319
186,6248705,24409,DHANUKA,DHANUKA AGRITECH,0.0,,0.0,0.05,1,EQ,NSE,NSE,Dhanuka Agritech Ltd,Fertilizers & Agro Chemicals,3471.7153789999998,745.35,25.08666086,28643668319
187,6248705,24409,DHANUKA,DHANUKA AGRITECH,0.0,,0.0,0.05,1,EQ,NSE,NSE,Dhanuka Agritech Ltd,Fertilizers & Agro Chemicals,6913.469942000001,719.75,24.22502738,28643668319
188,5591041,21840,DIAMONDYD,PRATAAP SNACKS,0.0,,0.0,0.05,1,EQ,NSE,NSE,Prataap Snacks Ltd,Packaged Foods & Meats,1336.7057869999999,569.95,28.49507003,28643668319
189,3721473,14537,DISHTV,DISH TV INDIA.,0.0,,0.0,0.05,1,EQ,NSE,NSE,Dish TV India Ltd,Cable & D2H,1822.8746390000001,9.9,-1.112288972,28643668319
190,2800641,10940,DIVISLAB,DIVI'S LABORATORIES,0.0,,0.0,0.05,1,EQ,NSE,NSE,Divi's Laboratories Ltd,Labs & Life Sciences Services,100337.8318,3779.65,72.89133032,28643668319
191,3771393,14732,DLF,DLF,0.0,,0.0,0.05,1,EQ,NSE,NSE,DLF Ltd,Real Estate,61041.18667,246.6,-98.99631343,28643668319
192,5097729,19913,DMART,AVENUE SUPERMARTS,0.0,,0.0,0.05,1,EQ,NSE,NSE,Avenue Supermarts Ltd,Retail - Department Stores,182342.0978,2814.9,137.5840224,28643668319
193,3103745,12124,DOLAT,DOLAT INVESTMENTS,0.0,,0.0,0.05,1,EQ,NSE,NSE,Dolat Investments Ltd,Investment Banking & Brokerage,1189.76,67.6,16.74774775,28643668319
194,5263361,20560,DOLLAR,DOLLAR INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE,Dollar Industries Ltd,Apparel & Accessories,1481.4250539999998,261.2,25.83129999,28643668319
195,3947265,15419,DPSCLTD,DPSC,0.0,,0.0,0.05,1,EQ,NSE,NSE,India Power Corporation Ltd,Power Generation,1261.057584,12.95,95.31803354,28643668319
196,2885377,11271,DREDGECORP,DREDGING CORP OF INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE,Dredging Corporation of India Ltd,Dredging,1061.48,379.1,192.646098,28643668319
197,225537,881,DRREDDY,DR. REDDY'S LABORATORIES,0.0,,0.0,0.05,1,EQ,NSE,NSE,Dr.Reddy's Laboratories Ltd,Pharmaceuticals,82919.35182000001,4996.95,40.97178736,28643668319
198,714753,2792,EASEMYTRIP,EASY TRIP PLANNERS,0.0,,0.0,0.05,1,EQ,NSE,NSE,Easy Trip Planners Ltd,Tour & Travel Services,2187.567075,201.35,66.33011143,28643668319
199,4152833,16222,EBBETF0423,EDELAMC - EBBETF0423,0.0,,0.0,0.01,1,EQ,NSE,NSE,Edelweiss Bharat Bond ETF-April 2023 ETF,Debt,10302.87383,1120.7,,28643668319
200,4160769,16253,EBBETF0430,EDELAMC - EBBETF0430,0.0,,0.0,0.01,1,EQ,NSE,NSE,Edelweiss Bharat Bond ETF-April 2030 ETF,Debt,6189.052022,1143.67,,28643668319
201,3885825,15179,ECLERX,ECLERX SERVICES,0.0,,0.0,0.05,1,EQ,NSE,NSE,Eclerx Services Ltd,Outsourced services,4151.79022,1220.9,21.58499757,28643668319
202,3870465,15119,EDELWEISS,EDELWEISS FIN SERV,0.0,,0.0,0.05,1,EQ,NSE,NSE,Edelweiss Financial Services Ltd,Diversified Financials,6058.12882,64.6,-2.8068076730000002,28643668319
203,232961,910,EICHERMOT,EICHER MOTORS,0.0,,0.0,0.05,1,EQ,NSE,NSE,Eicher Motors Ltd,Trucks & Buses,66346.28675,2427.2,36.23328833,28643668319
204,234497,916,EIDPARRY,EID PARRY INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE,E.I.D-Parry (India) Ltd,Sugar,5905.479228,311.05,11.76700554,28643668319
205,235265,919,EIHOTEL,EIH,0.0,,0.0,0.05,1,EQ,NSE,NSE,EIH Ltd,"Hotels, Resorts & Cruise Lines",5750.223653,87.25,34.16960938,28643668319
206,237569,928,ELECTCAST,ELECTROSTEEL CASTINGS,0.0,,0.0,0.05,1,EQ,NSE,NSE,Electrosteel Castings Ltd,Building Products - Pipes,1333.5005039999999,30.8,8.016843497,28643668319
207,239873,937,ELGIEQUIP,ELGI EQUIPMENTS,0.0,,0.0,0.05,1,EQ,NSE,NSE,Elgi Equipments Ltd,Industrial Machinery,6384.591953,191.6,142.62820209999998,28643668319
208,4818433,18822,ENDURANCE,ENDURANCE TECHNO..,0.0,,0.0,0.05,1,EQ,NSE,NSE,Endurance Technologies Ltd (CN),Auto Parts,18218.65207,1295.2,32.21461271,28643668319
209,1256193,4907,ENGINERSIN,ENGINEERS INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE,Engineers India Ltd,Construction & Engineering,4271.522035,76.0,11.3310366,28643668319
210,251137,981,EPL,EPL,0.0,,0.0,0.05,1,EQ,NSE,NSE,EPL Ltd,Packaging,8880.100417,212.6,32.3604918,28643668319
211,4314113,16852,EQUITAS,EQUITAS HOLDINGS,0.0,,0.0,0.05,1,EQ,NSE,NSE,Equitas Holdings Ltd,Consumer Finance,2833.4400530000003,82.9,13.84134421,28643668319
212,4314113,16852,EQUITAS,EQUITAS HOLDINGS,0.0,,0.0,0.05,1,EQ,NSE,NSE,Equitas Holdings Ltd,Consumer Finance,5579.799024,77.55,12.94808496,28643668319
213,233729,913,EQUITASBNK,EQUITAS SMALL FIN BNK,0.0,,0.0,0.05,1,EQ,NSE,NSE,Equitas Small Finance Bank Ltd,Private Banks,6419.832939,52.05,21.99739481,28643668319
214,5415425,21154,ERIS,ERIS LIFESCIENCES,0.0,,0.0,0.05,1,EQ,NSE,NSE,Eris Lifesciences Ltd,Pharmaceuticals,10826.46587,592.05,27.28718053,28643668319
215,244481,955,ESABINDIA,ESAB INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE,ESAB India Ltd,Industrial Machinery,2874.72345,1867.55,40.25659502,28643668319
216,244481,955,ESABINDIA,ESAB INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE,ESAB India Ltd,Industrial Machinery,5755.222379,1803.2,38.86947719,28643668319
217,245249,958,ESCORTS,ESCORTS INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE,Escorts Ltd,Tractors,16721.48937,1216.0,31.56241051,28643668319
218,6211841,24265,ESTER,ESTER INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE,Ester Industries Ltd,Commodity Chemicals,1080.783117,129.6,10.86323366,28643668319
219,3016193,11782,EVEREADY,EVEREADY INDS. IND. .,0.0,,0.0,0.05,1,EQ,NSE,NSE,Eveready Industries India Ltd,Batteries,2137.36888,294.05,11.9888315,28643668319
220,2936577,11471,EXCELINDUS,EXCEL INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE,Excel Industries Ltd,Fertilizers & Agro Chemicals,1091.136066,868.0,11.35771901,28643668319
221,173057,676,EXIDEIND,EXIDE INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE,Exide Industries Ltd,Batteries,15831.25,176.3,19.29256518,28643668319
222,258049,1008,FACT,FACT,0.0,,0.0,0.05,1,EQ,NSE,NSE,Fertilisers And Chemicals Travancore Ltd,Fertilizers & Agro Chemicals,8949.134889,104.85,6.95480323,28643668319
223,413185,1614,FAIRCHEMOR,FAIRCHEM ORGANICS,0.0,,0.0,0.05,1,EQ,NSE,NSE,Fairchem Organics Ltd,Specialty Chemicals,1031.841379,792.45,,28643668319
224,7689729,30038,FCONSUMER,FUTURE CONSUMER,0.0,,0.0,0.05,1,EQ,NSE,NSE,Future Consumer Ltd,FMCG - Foods,1411.115481,7.15,-4.462081993,28643668319
225,1253889,4898,FDC,FDC,0.0,,0.0,0.05,1,EQ,NSE,NSE,F D C Ltd,Pharmaceuticals,5246.617411,302.55,21.97779273,28643668319
226,261889,1023,FEDERALBNK,FEDERAL BANK,0.0,,0.0,0.05,1,EQ,NSE,NSE,Federal Bank Ltd,Private Banks,15510.10685,71.2,8.961359304,28643668319
227,6280193,24532,FILATEX,FILATEX INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE,Filatex India Ltd,Textiles,1661.65545,75.25,13.54057098,28643668319
228,265729,1038,FINCABLES,FINOLEX CABLES,0.0,,0.0,0.05,1,EQ,NSE,NSE,Finolex Cables Ltd,Cables,5820.106774,359.8,14.07354893,28643668319
229,958465,3744,FINEORG,FINE ORGANIC IND..,0.0,,0.0,0.05,1,EQ,NSE,NSE,Fine Organic Industries Ltd,Specialty Chemicals,9988.155286,2449.65,45.57968820000001,28643668319
230,266497,1041,FINPIPE,FINOLEX INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE,Finolex Industries Ltd,Building Products - Pipes,11627.50858,676.1,25.22197117,28643668319
231,7872513,30752,FLFL,FUT LIFESTYLE FASH,0.0,,0.0,0.05,1,EQ,NSE,NSE,Future Lifestyle Fashions Ltd,Retail - Apparel,1198.39551,59.5,-22.2307745,28643668319
232,3520001,13750,FLUOROCHEM,GUJARAT FLUOROCHEM,0.0,,0.0,0.05,1,EQ,NSE,NSE,Gujarat Fluorochemicals Ltd,Specialty Chemicals,10288.37996,707.7,39.59904493,28643668319
233,304641,1190,FMGOETZE,FEDERAL-MOGUL GOETZE (IND,0.0,,0.0,0.05,1,EQ,NSE,NSE,Federal-Mogul Goetze (India) Ltd,Auto Parts,1681.481129,302.25,51.7378809,28643668319
234,2962689,11573,FORCEMOT,FORCE MOTORS,0.0,,0.0,0.05,1,EQ,NSE,NSE,Force Motors Ltd,Four Wheelers,1561.255284,1184.9,31.11930007,28643668319
235,3735553,14592,FORTIS,FORTIS HEALTHCARE,0.0,,0.0,0.05,1,EQ,NSE,NSE,Fortis Healthcare Ltd,Hospitals & Diagnostic Centres,15699.35469,205.95,268.30595519999997,28643668319
236,4704769,18378,FRETAIL,FUTURE RETAIL,0.0,,0.0,0.05,1,EQ,NSE,NSE,Future Retail Ltd,Retail - Department Stores,2689.729032,49.6,220.7772046,28643668319
237,4704769,18378,FRETAIL,FUTURE RETAIL,0.0,,0.0,0.05,1,EQ,NSE,NSE,Future Retail Ltd,Retail - Department Stores,5432.320452,47.15,209.871879,28643668319
238,3661825,14304,FSL,FIRSTSOURCE SOLU..,0.0,,0.0,0.05,1,EQ,NSE,NSE,Firstsource Solutions Ltd,Outsourced services,10077.37937,111.8,22.79137168,28643668319
239,277761,1085,GABRIEL,GABRIEL INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE,Gabriel India Ltd,Auto Parts,1598.757052,111.3,18.87329775,28643668319
240,2259969,8828,GAEL,GUJARAT AMBUJA EXPORTS LT,0.0,,0.0,0.05,1,EQ,NSE,NSE,Gujarat Ambuja Exports Ltd,Agro Products,3191.201117,139.15,21.88048227,28643668319
241,2259969,8828,GAEL,GUJARAT AMBUJA EXPORTS LT,0.0,,0.0,0.05,1,EQ,NSE,NSE,Gujarat Ambuja Exports Ltd,Agro Products,6291.9487469999995,131.75,20.71687776,28643668319
242,1207553,4717,GAIL,GAIL (INDIA),0.0,,0.0,0.05,1,EQ,NSE,NSE,GAIL (India) Ltd,Gas Distribution,58946.113860000005,132.75,6.354469916,28643668319
243,336641,1315,GALAXYSURF,GALAXY SURFACTANTS,0.0,,0.0,0.05,1,EQ,NSE,NSE,Galaxy Surfactants Ltd,Specialty Chemicals,12419.43793,2592.9,39.898713799999996,28643668319
244,5155841,20140,GALLISPAT,GALLANTT ISPAT,0.0,,0.0,0.05,1,EQ,NSE,NSE,Gallantt Ispat Ltd,Iron & Steel,1192.974042,42.25,19.69904297,28643668319
245,1777665,6944,GANECOS,GANESHA ECOSPHERE,0.0,,0.0,0.05,1,EQ,NSE,NSE,Ganesha Ecosphere Ltd,Textiles,1246.6768630000001,571.1,19.58028683,28643668319
246,281601,1100,GARFIBRES,GARWARE TECH FIBRES,0.0,,0.0,0.05,1,EQ,NSE,NSE,Garware Technical Fibres Ltd,Textiles,5562.163450999999,2592.5,40.3651918,28643668319
247,3504129,13688,GATI,GATI,0.0,,0.0,0.05,1,EQ,NSE,NSE,Gati Ltd,Logistics,1317.626281,108.05,-15.90512244,28643668319
248,3004161,11735,GDL,GATEWAY DISTRIPARKS.,0.0,,0.0,0.05,1,EQ,NSE,NSE,Gateway Distriparks Ltd,Logistics,2238.30783,179.3,19.45151408,28643668319
249,3047681,11905,GENUSPOWER,GENUS POWER INFRASTRU,0.0,,0.0,0.05,1,EQ,NSE,NSE,Genus Power Infrastructures Ltd,Electronic Equipments,1275.213672,49.55,15.682879699999999,28643668319
250,3045377,11896,GEOJITFSL,GEOJIT FINANCIAL SER L,0.0,,0.0,0.05,1,EQ,NSE,NSE,Geojit Financial Services Ltd,Investment Banking & Brokerage,1208.556763,50.7,25.68932029,28643668319
251,2012673,7862,GEPIL,GE POWER INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE,Ge Power India Ltd,Construction & Engineering,1839.0074690000001,273.55,21.73767694,28643668319
252,3526657,13776,GESHIP,THE GE SHPG.LTD,0.0,,0.0,0.05,1,EQ,NSE,NSE,Great Eastern Shipping Company Ltd,Oil & Gas - Storage & Transportation,4505.992399000001,306.6,22.03575267,28643668319
253,4296449,16783,GET&D,GE T&D INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE,Ge T&D India Ltd,Heavy Electrical Equipments,3077.679351,120.2,-10.172129,28643668319
254,4296449,16783,GET&D,GE T&D INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE,Ge T&D India Ltd,Heavy Electrical Equipments,5994.386889,111.1,-9.402026057,28643668319
255,288513,1127,GHCL,GHCL,0.0,,0.0,0.05,1,EQ,NSE,NSE,GHCL Ltd,Commodity Chemicals,2253.7151440000002,237.2,5.772459896,28643668319
256,70913,277,GICRE,GENERAL INS CORP OF INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE,General Insurance Corporation of India,Insurance,34447.644,196.35,-184.7653079,28643668319
257,403457,1576,GILLETTE,GILLETTE INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE,Gillette India Ltd,FMCG - Personal Products,17680.087040000002,5425.8,76.80983161,28643668319
258,293121,1145,GIPCL,GUJ IND POW CO.,0.0,,0.0,0.05,1,EQ,NSE,NSE,Gujarat Industries Power Company Ltd,Power Generation,1188.078082,78.55,4.7910237989999995,28643668319
259,303617,1186,GLAND,GLAND PHARMA,0.0,,0.0,0.05,1,EQ,NSE,NSE,Gland Pharma Ltd,Pharmaceuticals,42241.32865,2582.1,28.47283341,28643668319
260,295169,1153,GLAXO,GLAXOSMITHKLINE PHARMA LT,0.0,,0.0,0.05,1,EQ,NSE,NSE,GlaxoSmithKline Pharmaceuticals Ltd,Pharmaceuticals,24651.11904,1455.15,264.5253679,28643668319
261,1895937,7406,GLENMARK,GLENMARK PHARMACEUTICALS,0.0,,0.0,0.05,1,EQ,NSE,NSE,Glenmark Pharmaceuticals Ltd,Pharmaceuticals,14945.036380000001,497.95,18.10732941,28643668319
262,1332225,5204,GMDCLTD,GUJARAT MINERAL DEV CORP,0.0,,0.0,0.05,1,EQ,NSE,NSE,Gujarat Mineral Development Corporation Ltd,Mining - Diversified,1912.77,60.15,9.373107267,28643668319
263,401921,1570,GMMPFAUDLR,GMM PFAUDLER,0.0,,0.0,0.05,1,EQ,NSE,NSE,GMM Pfaudler Ltd,Industrial Machinery,6283.551638,4058.35,83.40071858,28643668319
264,3463169,13528,GMRINFRA,GMR INFRASTRUCTURE.,0.0,,0.0,0.05,1,EQ,NSE,NSE,GMR Infrastructure Ltd,Construction & Engineering,14999.32401,23.4,-5.813875122000001,28643668319
265,300545,1174,GNFC,GUJ NAR VAL FER & CHEM L,0.0,,0.0,0.05,1,EQ,NSE,NSE,Gujarat Narmada Valley Fertilizers & Chemicals Ltd,Fertilizers & Agro Chemicals,4943.871486999999,318.1,9.731838915,28643668319
266,1014529,3963,GOCLCORP,GOCL CORPORATION,0.0,,0.0,0.05,1,EQ,NSE,NSE,GOCL Corp Ltd,Commodity Chemicals,1072.252959,216.3,21.62236255,28643668319
267,302337,1181,GODFRYPHLP,GODFREY PHILLIPS INDIA LT,0.0,,0.0,0.05,1,EQ,NSE,NSE,Godfrey Phillips India Ltd,FMCG - Tobacco,4711.429061,906.15,12.24192969,28643668319
268,36865,144,GODREJAGRO,GODREJ AGROVET,0.0,,0.0,0.05,1,EQ,NSE,NSE,Godrej Agrovet Ltd,Agro Products,13458.834780000001,504.05,31.61285551,28643668319
269,2585345,10099,GODREJCP,GODREJ CONSUMER PRODUCTS,0.0,,0.0,0.05,1,EQ,NSE,NSE,Godrej Consumer Products Ltd,FMCG - Personal Products,73148.66797000001,715.4,48.86550479,28643668319
270,2796801,10925,GODREJIND,GODREJ INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE,Godrej Industries Ltd,Diversified Chemicals,17162.78,510.0,31.07262988,28643668319
271,4576001,17875,GODREJPROP,GODREJ PROPERTIES,0.0,,0.0,0.05,1,EQ,NSE,NSE,Godrej Properties Ltd,Real Estate,35283.480610000006,1269.45,114.3382997,28643668319
272,3693569,14428,GOLDBEES,NIP IND ETF GOLD BEES,0.0,,0.0,0.01,1,EQ,NSE,NSE,Nippon India Gold Bees ETF,Gold,4670.118195,40.45,,28643668319
273,308481,1205,GOODYEAR,GOODYEAR INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE,Goodyear India Ltd,Tires & Rubber,2109.3167329999997,914.45,23.74287182,28643668319
274,3432705,13409,GPIL,GODAWARI POW & ISP,0.0,,0.0,0.05,1,EQ,NSE,NSE,Godawari Power and Ispat Ltd,Iron & Steel,2854.312188,810.05,17.11423545,28643668319
275,3432705,13409,GPIL,GODAWARI POW & ISP,0.0,,0.0,0.05,1,EQ,NSE,NSE,Godawari Power and Ispat Ltd,Iron & Steel,5532.203178,751.1,15.86877631,28643668319
